Rating,Title,Date,Verified Purchase,Body,Helpful Votes
4.0,Battery problems?,"April 7, 2017",Yes,"the phone comes in great condition! the only problem is when i went to charge it, it would charge for a short while then stop.I thought it would a problem with the battery but it ended up being the power cable. If anyone else has that problem i suggest you try another power cable! it worked for me and my phone works perfectly now :)",20
1.0,This phone is just an iPod Touch. Why did no one test this?,"June 23, 2018",Yes,"I like apple. I like text replacement and certain apps I am able to get. I DO NOT like receiving a phone I paid so much for that DOESNT EVEN WORK AS A PHONE. I didn’t order an iPod Touch. I ordered a phone. The caller cannot hear the recipient and the recipient cannot hear the caller. The touch screen is faulty where you have to keep touching to make something work. It will only stay connected to metro for a short time and so if I go anywhere other than home this little box is useless. To top it all off I work off my phone, and I’m losing time because of your carelessness.  I’ve never had trouble with phones from Groupon. Don’t put a “certified refurbished “ ticket in boxes if you have not tested the product personally. I’ve never been so mad. I love amazon but you can probably guess you won’t be receiving $13 a month from me anymore..The man I spoke to last night barely spoke English, didn’t are about customer service, but um hi, without us customers y’all would not be getting paid. You should consider treating us better with care and products that work.",6
1.0,Certified Refurbisher Sells iPhone6 with Broken Wi-Fi Antenna,"October 25, 2017",Yes,"This POS phone had a broken Wi-Fi antenna. I set it up before I left the US but didn't realize that the Wi-Fi only connected because I was in the same room as the router. I put it back in the box and into my luggage. When I got back to Vietnam and gave it to my girlfriend, she had problems connecting to Wi-Fi almost immediately. After a month of hearing about it, we took the phone to an Apple-authorized repair facility where they told us that the case had been almost imperceptibly bent and the Wi-Fi antenna broken. I cannot return it because I'm still in Vietnam--it's sitting in a drawer where it will stay until we need to scavenge it for parts. If the vendor is really certified to refurbish, they should have known the Wi-Fi antenna was broken.",9
4.0,Great product!,"February 17, 2017",Yes,"It was expected to arrive a week after I ordered it but to my surprise, got to me only 2 days after I ordered it. Everything came in a nice box with oem charger chord and block. The phone also looks to be in perfect condition. Great product overall and would buy again! (Update) the phone came partially charged which is helpful. Or has been 24hrs later and I do realize the phone is not holding a charge. Meaning I probably need Togo replace it with another battery for $60. A total purchase of $310 is still more affordable than some other sellers here on amazon though, so I'm not that mad. Would still recommend but fair warning on the battery~",42
5.0,"The cell phone arrived in excellent condition, no scratches","May 5, 2017",Yes,"The cell phone arrived in excellent condition, no scratches, completely new. So far I have not had any problems with it. I recommend it. I have AT &amp; T so I had no problems using it. I will continue to update this",5
1.0,Do not buy this phone,"March 22, 2017",Yes,"It comes in a brown box with just a charger, the screen has a yellow stain all around the edges, you charge it to 100% and make a 15min phone call and the battery drops to 28% totally not worth $300.",7
1.0,Phone doesn’t work &amp; CSR/technicians rude,"March 1, 2018",Yes,The volume doesn’t work on the phone we received. I have requested a call multiple times and the technician is rude and hangs up on my son. I’m currently in Japan visiting my daughter and I bought the phone for my son anyway.,5
1.0,FAKE PHONE!,"September 21, 2018",Yes,"Tried to insert SIM card to use phone and it would not connect to the cell network for T-Mobile. Took the phone into 2 different T-Mobile stores and called the T-Mobile customer service line to troubleshoot. When I called the T-Mobile they said the IMEI number was incorrect for the phone, which I thought was just because she had heard it wrong. Then after visiting the second T-Mobile store to look at other phones and troubleshoot my current phone the T-Mobile associate informed me the phone was probably a fake due to the appearance of the phone. Phone stickers said Verizon network when it was received as well with a big black dot sticker trying to cover that up. BEWARE OF FAKE IPHONES BEING SOLD HERE!!!",1
1.0,Inside of phone was corroded with paint!,"April 25, 2018",Yes,"I bought the iPhone 6 refurbished from the vendor DealFisher on Amazon in December, 2017.  The phone worked pretty good, sometimes the sound on phone calls wasn't great.  My family member who used the phone started noticing a white residue on the edges of the screen of the phone, but never paid much mind to it.  DealFisher, the vendor, offered a 90 day warranty period.  So about 110 days after I purchased the phone, the phone started losing the wireless signal.  The phone could not make or receive phone calls.  This problem was intermittent.  It would work a few hours, then it would return to ""searching"" status.  I worked with Apple telephone support, they did all they could over the phone but the problem still persisted.  I brought the phone to shop for repairs, and when the technician opened the phone, we all saw that THE INSIDE OF THE PHONE WAS CORRODED WITH OFF-WHITE PAINT!!!!  I am quite certain that no one in my family who handled the phone dropped it in a can of paint! While in my possession the phone was protected in an Otter Box and the Otter Box has not one trace of paint.  This damage existed prior to my purchasing the phone.  I contacted the vendor, who told me that my warranted had expired.  That was it, no offer to speak with anyone.",1
2.0,works but has a few issues,"July 30, 2017",Yes,"Bought new and a week later it was having problems finding a signal.  I went on the Apple forums to find a solution, and I found a temporary one.  Now 2 weeks later I'm having the signal search issue again and using the temporary fix.  But I don't want to keep using the temporary fix because who knows what else I am doing to the phone.  I will probably return it and get a 6S.",3
1.0,The phone was not appropriate. It took several tries ...,"April 17, 2018",Yes,"The phone was not appropriate.  It took several tries and many hours to get it to a full change with it then loosing that finally established charge almost instantly.  I dare say that I could have just replaced the battery.  However, in checking with AT&amp;T I was able to get a new, comparable phone for $50 more than this used one.  So..... I am returning this phone rather than spending more money and then hoping it would work properly.",2
2.0,Unimpressed,"May 14, 2018",Yes,"I thought  I was getting a good deal, but it seems like you get what you pay for. As soon as I transferred my data from my old phone, this one started to glitch and the finger print didn't work and it was slow to respond and it would freeze randomly. How could that happen, especially if I went from a 32GB phone to a 64GB? Unimpressed",2
1.0,Its not unlocked!!,"December 1, 2017",Yes,"Phone arrived in time. It looks like new, only 2 tiny scratches on the back that were no problem to me. It came dead and i connected it to the generic charger that came with it, took too long to charge and when i took it to my carrier that is metro pcs, they couldn't activated cause it was locked. Im very dissapointed since it says in the description that its gsm unlocked and it clearly isn't. Im sending it back",4
5.0,Great buy!,"September 25, 2018",Yes,"Best price compared to any other seller that I would trust. Not a fan of used electronics but considering it’s an older generation I needed, it had to be used. This was a great product! Battery life is never good on an iPhone to begin with so I was impressed that is maintained 85% capacity. I would suggest buying a case immediately because this phone is rounded off on the edges so it is very slippery and very fragile. Over all satisfied with the seller and thankful that it came with a charger.",1
1.0,So ticked off!,"May 18, 2017",Yes,Product arrived defective and glitchy. Can't charge the phone because of some crap that appears to have been stuck in the slot to charge and I guess I didn't read the info correct because it's a Verizon version and im T-MOBILE sending back for my refund!,39
5.0,"absolutely perfect, great","February 25, 2017",Yes,"Phone came in a day, absolutely perfect, great price",7
4.0,Awesome Phone,"December 21, 2017",Yes,"This phone is in excellent condition and works perfectly.  The only issue was some minor scuffs on the sides of the phone.  I wouldn't have thought much about it, if the phone hadn't been listed as like new.  Other than that it's perfect.  This phone can definitely be found for cheaper, but I felt confident buying this with the 3 month warranty.  It being certified by Amazon also gave me some peace of mind",1
1.0,The phone came in today. It worked for a ...,"December 10, 2016",Yes,The phone came in today. It worked for a couple of hours and then froze. What am I even supposed to do?,58
1.0,Faulty 'certified' refurbished phone.,"November 27, 2017",Yes,"I purchased the ""certified"" refurbished iPhone 6 from this seller on June 29th which continued to have random touch screen and battery heating issues, but only intermittently which  I ignored for a while. Now it went completely bad, touch screen wouldn't work and depletes the battery...When a phone repair shop opened it, found a clearly visible previous water damage and some rust inside.. It wasn't worth getting it repaired, just got another phone since can't return it after almost 4.5 months.",3
3.0,Be cautious when purchasing this,"August 14, 2018",Yes,The touchscreen is too sensitive and sometimes the screen will have a mind of its own and start doing weird things like opening apps and typing things. If you’re not constantly on your phone then you won’t really have to worry about battery life( on average 2-3 charges per day) it takes a long time to recharge about an average of 2hrs and 30 minuets. I was unaware that this phone is used and not new because if I was then I wouldn’t have purchased this item. They did not come with the standard iPhone earbuds and apple sticker for the phone but they did contain a 2 ft charger. The sound quality is very terrible but expected from an iPhone. If you want to listen to music loudly I recommend that you purchase a speaker. This phone is ok but I was disappointed in a few ways. Just be very careful and see if you’re able to take the risk of purchasing this item,1
2.0,Battery arrived needing replacement,"July 29, 2018",Yes,"The phone looked beautiful when it came. It already had a screen protector on and was scratchless. I quickly found, however, that using wifi, data, or calls reduced the battery by 1% or more per minute. Thinking that was excessive, I installed a battery health application on the phone. The battery design capacity is at 50% (which means 50% of its capacity relative to when it was new) and the wear level is at 49% (""Very High""). According to Apple technical specifications, batteries should be replaced when they're under 80% capacity, which means that for all intents and purposes, it's a dud battery. The screen also displays early symptoms of the dreaded iphone 6 ""touch disease"": the screen often becomes unresponsive to direction. It's hard to complete more than a single text sentence without the screen becoming unresponsive. Overall, the iphone 6 was buggy to begin with, but the factory refurbishing process should have caught the battery problem at the least, and the touch screen problem if done scrupulously.",0
1.0,Do. Not. Buy.,"July 6, 2017",Yes,"Although the phone was in perfect physical shape, it was a Japanese model (which I was not informed of nor was it posted anywhere) so the ""shutter"" sound when taking a picture was unable to be muted, turned off, or lowered!!! Unbelievable!!!! Even on photo taking apps such as Snapchat the sound still was present AND LOUD!! Had to drive all the way to the nearest Apple Store an hour away just to find out they couldn't do anything about it!! I wasted my own time and money driving around and making sacrifices for this phone to not work as advertised. Do not buy. Buy somewhere else and make sure it is a US model. Having the shutter sound go off may not be a deal breaker but trying to take pictures or videos in silence or public just isn't for me and is disrupting. Furious. Will be buying somewhere else as I have gone back to my old phone which luckily, I still had. Time and money wasted as well as patience and trust",9
4.0,"Great Iphone, Not original accessories and careful with the Iphone screen","November 30, 2017",Yes,"I got it on estimated time, the phone came with not original charger battery and headphones. I am not sure but I believe the Iphone didn't come with its original screen despite I like too much my new Iphone 6.",2
1.0,One Star,"February 10, 2017",Yes,Not working,31
1.0,One Star,"July 13, 2017",Yes,Phone was junk. Stuff didn't work,6
4.0,Great phone just no earphones,"May 7, 2017",Yes,"The phone came in a very secure box and a charger but it's not apple, had no problem setting it up to metro pcs. The reason why I have it 4 stars instead of 5 is because it did not have headphones and not an apple charger",5
3.0,Pay attention to the seller,"August 16, 2017",Yes,"First off, be careful what seller you purchase from.  I first ordered from Kanga and they were terrible on every level.  The volume didn't work properly, the battery was trash, and they delivered later than was promised.  I returned that phone and ordered another from DealFisher.  The phone is fine but the battery is equally as trashy as the previous phone.  I'm so disappointed but I've given up finding a decent battery.  I'll just pay another $80 and get a new one.",1
5.0,Came early by my surprise and works perfect!,"February 25, 2018",Yes,"The phone came in 8 hours early and caught me by surprise. I bought the Rose Gold one with 64 gigabytes of space. Don't listen to the negative reviews the phone was new and unlocked just how I wanted it. It came in a small box protected with plastic and came with a charger, but I was kinda sad I didn't get the apple earbuds tho lmao. The battery is somewhat ok but goes out fast so I plan to buy a new one but besides that the phone is fine. I have Cricket as my provider and I put in the sim card and it works with no problems. I've had the phone for almost 2 months now and just waited just in case I had any problems but everything was fine. I would recommend buying it if you want the aux cord which was the only reason why I bought it in the first place (I'll add pictures later just lazy rn lol)...<a class=""a-link-normal"" data-hook=""product-link-linked"" href=""/Apple-iPhone-6-GSM-Unlocked-64GB-Gold-Certified-Refurbished/dp/B00YD548Q0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Apple iPhone 6, GSM Unlocked, 64GB - Gold (Certified Refurbished)</a>",1
3.0,Trash,"August 27, 2018",Yes,"Was suspicious if this was even a real iPhone at first (it is). The warranty was way too short because after about 4 months of having the phone (warranty is 3 months I believe) the service quality dropped terribly (checked with my carrier, it wasn't a problem with them) and WiFi overall just stopped working (also checked, wasn't their fault either). Nothing I can do not even send it back. The only thing they had to offer was a discount for a new phone. Just gonna be selling this and buying a new iPhone from Best Buy, where they won't rip you off.",1
4.0,Works like new!!,"April 18, 2018",Yes,"I just got this phone and it is amazing it works just like a new one. It came earlier than expected.One con about this product is that the logo looks fake because it looks like a mirror. Also, this phone has absolute NO scratches  While I was shopping for this product I was searching and looked at reviews and I hope this helped you with your decision with buying this product.",3
1.0,Not really unlocked--WARNING!,"August 21, 2018",Yes,BEWARE. They claim it is unlocked but it may not be! The phone I purchased was supposedly a factory refurbished unlocked iPhone 6 but in reality it was locked and would not accept a new SIM card. Huge waste of time and money. Dishonest advertising.,3
1.0,DO NOT BUY. NOT WORTH IT.,"August 28, 2018",Yes,"If there were a negative star system, this phone would make the cut..The shipping took longer than the scheduled delivery..When it did arrive, it was completely dead. After charging it and taking it to Verizon for activation, the SIM wasn't reading. After several attempts, they had to reset the phone. Once activated, the screen would lag and opening apps was very slow. After only half a day, the screen went black and required another reset to get it working again..This is a certified refurbished piece of junk. After reading the reviews (with similar issues), I'm genuinely surprised that Amazon still consists business with this seller.",0
1.0,PHONE HAD ISSUES SINCE THE FIRST DAY,"September 6, 2018",Yes,"First of all the phone was a gift, upon activating the phone I noticed there was a delay with the screen sensor which I figured would get better but only got worse as time progressed. Now in order to get the sensor pad to work I have to use the side screen button to turn off screen and go back to try again. When I receive a call most of the time I cannot answer it because the sensor will not work so I have to hit the side button to cancel the call and call back after waiting for the screen to work. The phone never had water damage nor have I dropped it since receiving it. I did all the normal troubleshooting of hard-resetting and setting back to factory settings but the main issue is that it had this malfunction since day one! This company will not answer your calls or return emails either.",0
5.0,"More than I expected, great value","June 30, 2017",Yes,"This item arrived fast, in excellent condition, worked right out of the box, and came with a Lightning-USB cable, a generic USB wall wart, and an acceptable plastic case and screen protector.",4
3.0,"The phone itself was nice, but slightly bent","May 3, 2017",Yes,"The phone itself was nice, but slightly bent. My carrier is Straight Talk and I purchased a SIM card for this phone. Service worked for about an hour total and then the phone would read ""searching"" or ""no service"" in the upper left corner. I purchased three new SIM cards. I spent hours trying to resolve this issue with Straight Talk customer service and they were as helpful as could be but at the end of the day, it was a problem with the phone not reading the SIM card. The SIM card jack looked slightly bent, this may have been the contributing factor. Either way, I would warn to not buy this if you use straight talk. I went to Walmart and bought an iphone that was already set up through straight talk and it has been working fine.",1
5.0,iPhone 6 arrived sooner than expected with a very good shape (no scratches on it),"June 10, 2017",Yes,iPhone 6 arrived sooner than expected with a very good shape (no scratches on it). It turned on perfectly and unlocked well after putting my own SIM card. Looks like as it is a new phone! Worth it to purchase if you don't mind to have a non-new iPhone version.,9
1.0,Not recommending Techarvard as a reseller.,"March 23, 2017",Yes,"The battery was the first to go out less than a month with the product. Two months after the product the screen started flickering for no apparent reason, and now the power button isn't working. When reaching out to Techarvard the reseller and asking for advice or a refund the response was simply, No. This was the total sum of the advice. It was a risk buying from an unknown reseller, but took the chance and would not make the mistake again even though we were told it was certified and like new, it really isn't.",3
1.0,Horrible touchscreen,"July 25, 2018",Yes,"After about a month the touchscreen started to act up. After two, I started having to hard-reset several times a day, due to touchscreen not responding, or the phone going nuts and opening apps, closing them, calling people, etc, like someone was tapping all over the phone super fast. I’m 4 months in, and am finally at the point, even as much as I hate shopping and spending money, I am done with this phone. I will NEVER buy refurbished again.",2
5.0,Five Stars,"July 29, 2017",Yes,In perfect condition👌,5
1.0,"this iPhone dosent work. the battery dosent work, ...","July 3, 2018",Yes,"this iPhone dosent work. the battery dosent work, and when your turn on the phone in about two minutes turn off. I feel cheated, and I expect that some one responde for this inconveniente. I dona want to think, that this is a fraude. Now I am out of the country and is very dificulta returned",2
1.0,Japan phones! Do not buy unless you want to be locked out.,"June 28, 2018",Yes,"Do not buy these phones, they are locked on Japan networks although it's advertised otherwise. When my phone updated, the Tmobile sim card was no longer recognized. I went to the apple store to try to fix but sadly they couldn't do anything. They also let me know multiple customers have come in about the same issues and all were Amazon purchases. You might luck out with an American phone but if you buy these, make sure the FIRST thing you do is check. Easiest way, put it on silent and see if the camera still makes a sound when taking a photo. It's a law in Japan the camera sound can't be turned off.",1
1.0,Stressful,"September 5, 2018",Yes,"This is probably the worst refurbished phone I’ve ever bought. I was so disappointed. First, the phone that came wasn’t space gray, it was gold. After about a month, the phone started dying on 50 %, a week later, dies on 90%, now the phone can be on 100% and dies within minutes of it’s not plugged up. I went to a repair shop and they told me that the phone had previous water damage and the battery works fine but because of the water damage the phone had before it was refurbished, circuits are causing the battery to run dead. So now I have a bulky battery case on the phone until I Can buy a new one. Also my Touch ID won’t work, and my flashlight doesn’t work. I’ll never buy a used phone again.",0
4.0,Works like a brand new phone,"July 31, 2018",Yes,"Normally, I would never have gotten a phone online because I’m nervous of 2nd hand electronics. To my surprise the phone works like I got it new from the store! If you want to get your kid or special someone a phone without having to pay the store price I recommend this! Make sure you buy through amazon’s certified refurbished program.",1
5.0,Met all expectations.,"April 8, 2018",Yes,I bought this for my granddaughter and so far seems to be working well. It arrived a day late but but was shipped on time (postal or maybe an amazon error) The phone was as advertised. No scratches or obvious defects. The color and memory capacity are correct. The phone is unlocked as advertised. Overall I'm happy with this purchase and the seller.,0
1.0,Worst product from amazon!,"March 24, 2018",Yes,This is the worst experience I have had with amazon so far. When I received the product it looked great! I turned it on and I went through the setup and it was great!... for a week. After a week the phone just shut off and we even took it to the Apple store and even they can’t fix it. Please don’t buy this!,2
1.0,Very Disappointed,"August 13, 2018",Yes,"I purchased this phone for my son's birthday. I put it a away for a while. First of all, the phone wasn't unlocked as promised. I got that all straightened out which took a few phone calls and emails on my part just to get it unlocked... which shouldn't have been on me since it was listed as unlocked! Then, once we tried to use it,  after like a month it would only work if plugged in and now it won't turn on at all after only 4 months. Took it to the Apple store and they tried two batteries, nothing would work. I tried to get a refund from this seller but they didn't ask for more details just declined due to being past the return date. Very disappointed and out $260...",0
5.0,Five Stars,"June 22, 2017",Yes,Works wonderfully &amp; shipped fast!,3
5.0,$Buy$ this mf.,"April 26, 2017",Yes,"Never buy a new phone again. The iPhone came on time and looks brand new on the front and back with little scratches on the left near the volume buttons, but idgaf I still recommend. The camera is crystal clear too. Fmoig @famouscap..I bought the space grey iPhone if wanted to know.",3
1.0,Proceed with caution,"January 3, 2018",Yes,Phone arrived DOA.,3
5.0,Exceeded my expectations even though some reviews were shady,"January 30, 2018",Yes,"I know some of these reviews made me nervous to purchase this phone and some seemed a bit shady, but overall I was very happy with the phone I got. Notice that when you change color, however, the 3rd party organization also changes. I got my phone from MyWit and it arrived quickly and looked new. I’ve had it for almost a month and it’s working perfectly, there was no visible damage or scratches. Would recommend but it’s always a risk buying a second hand phone.",1
5.0,Five Stars,"February 14, 2017",Yes,Item was as expected,6
1.0,Defective as soon as I tried to activate!,"April 29, 2018",Yes,From the moment I tried to activate the phone it was defective. The #’s 5 &amp; 8 wouldn’t work and there was a black spot on the screen. Sent it back the next day.,1
1.0,battery does not last even half a day!!!,"August 7, 2017",Yes,"This IPhone is not working!! The battery runs off too quicky: I got it as a present for my step parents and they tell me that the battery doesn,t even last half a day. Please contact me to see what can we do about it. Thank you",1
1.0,Issues after update attempt,"July 27, 2018",Yes,"This phone was great until it was unable to accept updates. I tried all methods given. Then once it wouldn't update, less than 6 months after getting it, it started acting weird. The screen will come on and go off, like a slow flash continuously at random times. There's ghost touch on the screen or totally unrepsonsive. It also refused to connect to Wi-Fi sometimes. And the worst is having battery life and the phone,at random, powers off on its own. There's no warranty on it even though it's certified refurbished. This was a good phone for a short while. But not worth the money.",0
1.0,Doesn't Work,"August 11, 2017",Yes,The phone didn't work. Wouldn't even start up or charge. I tried 3 different chargers including the one that was sent to me. Still did not work so I took it to an Apple store because I didn't want to give up on the phone that easily and they confirmed that the phone does not work. They couldn't even turn the device on. Such an inconvenience because I really needed the phone hence why I did 2 day shipping.,2
2.0,The phone has high power consumption,"August 3, 2017",Yes,"The phone works well, but the power consumption drives me mad. I turn off the app background refresh and location service, and don't use the phone, it consumes 1% power every 10 minutes. After searching relevant information on the internet, I find it may be the problem on the motherboard. I will ask the seller to change another phone for me, hope it will work.",2
5.0,Phone looks like New and is working great,"April 4, 2017",Yes,Positive experience! Phone looks like New and is working great. My son loves it. I feel good about the 90 day certified product guarantee! Win all the way around. I will review again after 90 days. 😀,2
1.0,iPhone 6,"January 10, 2017",Yes,"Had to return the phone, the main problem was that the button turning on wifi would not respond.",10
5.0,Great price on a great refurbished phone...,"July 5, 2018",Yes,"Purchased two iPhone 6 phones, and read the reviews about how awful this company is. What a load of hogwash. Both phones were fully functional, clean, refurbished, and running fine. Bought one from them before. A small glitch had me send the phone back and they sent an almost new one. Most of the complaints are for the non-Apple chargers and cord, or the plain box it comes in, or their own inability to use the phone. I'll bet if you, informed Apple user, know how to use an iPhone without tech support having to do things for you, and you understand a return for service warranty and it doesn't include repairs for your part in damaging a phone, then you'll love this place for a great refurbished phone for less than what others will have to pay. My kids are thrilled, and won't put them down...",5
5.0,Phone was like new,"June 8, 2017",Yes,"The phones was just like new, however I sent back, my mistake I thought I was ordering the 6 Plus, return was no problem.",2
1.0,Do not waste your money,"November 21, 2017",Yes,"The phone arrived with a defective SIM card reader.  I didn’t know this at the time of purchase because it appeared, initially, to be a problem with my phone service provider. I would reset the phone and it would work for a few weeks, then I  would need to get another SIM card and again it would work for several weeks before crapping our again. After months of having to reset the phone and get the SIM card replaced over and over and spending far too many hours at the Verizon store and on the phone with their customer service reps, it was determined to be a problem that the phone had from the beginning.  When I contacted Aye about getting a repair or replacement, I was told there was nothing to be done because it was out of warranty. Do not waste your money. You may think you’re getting a deal, until you realize that they will not stand by their products. You’re better off going to the Apple store and paying full price. At least they will replace their products when they are determined to be defective through no fault of the buyer.",5
1.0,TERRIBLE BATTERY!!! Don't purchase unless you want to gamble whethe or not your phone will hold a charge for more than 2 hours.,"June 28, 2018",Yes,"the phone came with a fried up battery, absolutely atrocious. It barely held a charge for about an hour and 30 mins. In the end, the only 'solution' was to return the phone and re-order it with hopes to get a decent battery. Of course,e this's a game that no-one should play; therefore, I quickly walked away with my money back and a sour taste of disappointment.",2
4.0,and does not contain crap The second device contains a few scratches but also ...,"April 2, 2018",Yes,"I bought 2 iPhones from you, the color is red .. the two are in re-manufacturing mode..The first device was a new device and does not contain the effects of the use .. and does not contain crap..The second device contains a few scratches but also beautiful..The devices were working excellently..I am happy to deal with you and I am happy to buy from you again",0
1.0,DO NOT BUY FROM THIS COMPANY.,"August 6, 2017",Yes,DO NOT ORDER!! They say that the phones are referbished but my came with a dead battery. I have to keep it connected to the charger all the time and if I unplug it it dies instantly. It starts to start up and goes to the charging icon 6-7 times before it turns on. I am very disappointed with this product. I wouldn't want anyone to go through what I am. I would give this company negative stars if I could. They say one thing but send you a product that contradicts them. I would send it back but I can't because this is my only way of communicating.,2
1.0,The phone wouldn’t work. We took it into AT&amp;T ...,"April 3, 2018",Yes,The phone wouldn’t work.  We took it into AT&amp;T and Apple.  They said the phone would not work.  I have to say the company did send a pre-paid label to return it.  I haven’t received the credit yet so we will see how the rest goes!,1
1.0,Didnt last 4 months.,"November 18, 2017",Yes,"Bought in June, by October,  screen was loose  and had vertices striped lines. Touch did not work anymore. Had to spend an additional $100 to get it repaired",2
1.0,FAULTY IPHONE,"November 8, 2017",Yes,"If I could give a zero star, I would. I bought a certified refurbished iPhone 6 4 months ago but it just stop working. At first I thought the battery had died but when I took it to a specialist, they said the motherboard was fried. There wasn’t any water damage or other damage that would be the cause of it. The specialist said they should have never sold the phone as it was on its last legs. When I called the company to ask for a refund or replacement, they said since it was past the 3 month warranty day they couldn’t help me. THEY SOLD ME A BASICALLY BROKEN PHONE. Do not waste your money! The only upside was that the outside of the phone looked almost brand new.",1
5.0,We received the phone in great condition and is working fine so far,"April 4, 2018",Yes,We received the phone in great condition and is working fine so far. It was 3 day later then we expected but that is the way UPS and Fed Ex is with different weather forecasts. So far very pleased.,1
1.0,reclamo,"August 16, 2018",Yes,"Hola!.Estoy usando el telefono hace tres dias y empezo a funcionar mal la bateria. Me gustaria que me ayuden a poder solucionarlo ya que esperaba que el celular funcione correctamente. Les comento cual es el problema..El celular parece tener bateria al 80 % y a los dos minutos tiene 10% y luego se apaga. Luego lo cargo y rapidamente recupera la bateria y mas tarde se apaga abruptamente..Pueden ayudarme a resolver este asunto? De no ser asi, puedo recurperar mi dinero y devolver el equipo?..gracias.saludos",1
3.0,Doesn't work with Sprint,"March 15, 2017",Yes,"Doesn't work with Sprint.  Tech ok, but the one I received wasn't acceptable to their network.  Amazon handled the return flawlessly.",2
2.0,Don’t buy!,"July 4, 2018",Yes,So at first the phone was great but as time went on I noticed the battery life was so bad!!!! I can charge my phone all night and I’m like an hour only have like 30 percent and then I turn it off and back on I all of the sudden have 60 percent! Then at like 20 percent sometimes it will just die and not turn back on but as soon as I put it on the charger is has 40 percent when it turn back on! I would buy the battery life is bad!!,1
1.0,Software problem,"May 18, 2017",Yes,I purchase the iPhone 6 certified refurbished after the third month the operating system crashed and no way to restore or update don't waste your money,4
2.0,so good. Outside is perfect,"February 15, 2017",Yes,"So far, so good. Outside is perfect, running like new. Will update if anything change...***so a few months in now. This phone randomly shuts off. One day I go to unlock it and it just stayed black. I thought I lost it for good, but I looked up how to restart it, which is what I ended up having to do. This has happened at least three times now and more often. Don't buy. I'm sure I'll need to purchase a new phone soon. -_-",2
4.0,Flawless,"September 22, 2018",Yes,"Why bad reviews? It’s been 8 months and my phone works flawless, no battery problem, great resolution, and amazing. I have traveled UK, Canada, South Asia with his phone and changed various international GSM sim. And now buying again for a family memeber. Go for it.",0
1.0,one good/one horrible,"June 1, 2017",Yes,I purchased two of these phones for Christmas presents.  One worked well and continues to work well.  One slowly started to lose functionality whereby the screen increasingly lost sensitivity to touch.  Five months after purchase the phone is unusable.  Return these phones immediately if there are any indications of issues.,3
5.0,but in the end I'm very happy with my purchase,"November 5, 2017",Yes,"Reading these other reviews I was a bit hesitant to buy, but in the end I'm very happy with my purchase. It works with my carrier and is in perfect condition. Its an actual Iphone and I have a 90 day warranty so if anything goes wrong with the phone I am covered. It runs smoothly and I haven't had any issued with the product in any way shape or form. It's a great purchase and you get what you pay for.",2
