Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,Buying this product worth each and every penny,"July 29, 2018",Yes,"A truly Total Blender..The Blendtec Total Blender really does it all. You’ve probably seen the unique square jar design before, but until you use it you won’t know the power of the blending vortex that the shape creates...The power..This industry-leading 1,560 watt motor cranks out up to 3 horsepower! Plenty to propel that 4 inch blade to annihilate whatever is inside...The capacity..The three quart BPA-free jar is large enough for nearly any job; even soup for a large dinner party is no problem for this blender...The versatility.Maybe the best way to think about a high-performance blender is to not think about it as a blender at all. It’s more of a counter-top appliance replacement...With all of the different tasks it can handle, it really is so much more. The Blendtec Total Blender ticks all the boxes of what a high-performance blender should be...If you make bread or bake, the Total Blender is large enough to replace your mixing bowl for making dough...Your soups will be creamier than ever...Turn ice into snow and wow your friends with incredible margaritas...When fruit is at peak ripeness, make it into creamy ice cream and you can savor it then, or save it for another time...The BPA-free jar means you can make delicious food for your baby, worry-free...The list goes on and on; dressings, sauces, salsas, cappuccinos, hummus, nut butter, you’ll never run out of uses for a high performance blender...The convenience.The best thing about having a high-performance blender in your kitchen is the convenience. Quite simply, having one means that healthy, delicious meals can be prepared in no time at all. A number of features make most high-performance blenders hassle-free, and the Total Blender delivers on all counts...It’s small enough to stay on your kitchen counter beneath the cupboards, or store below in the cabinets. The fixed blade makes the blender safe, but also means no more dealing with screwing on loose parts. The Blendtec is always assembled...Once you have it out, just add your ingredients and select one of the pre-programmed blend cycles. The blender will slow down, speed up and stop on it’s own giving you the exact result every time whether you’re making a smoothie or baby food. It’s a great time saver that let’s you get other things done while the blender does its thing...Cleanup is always the dreaded part of hauling out the blender, but with the Total Blender it’s a breeze. Just add water and a little dish soap, blend it for a few seconds, then take it over to the sink and rinse it. It really couldn’t be easier to clean. The flat panel design is easy to wipe off when there are any spills on the base. There are no buttons for small scraps to lodge under...Drawbacks..By far the biggest issue consumers have with the Blendtec Total Blender is that it is loud. Of course with all of the power it has, it’s essentially unavoidable, still, it’s important to be aware of this before buying. Especially if you plan on using it while people sleep...Another complaint is that the base is heavy when compared to a conventional blender. This is also unavoidable, to house such a powerful motor, and be safe to use, the 5.6 pounds of metal and quality material is a necessity...One other thing that some purchasers notice is the inevitable scratching inside the jar. Because it’s plastic, this will happen over time. The scratches won’t be deep, and the jar will still clean just fine, it’s mostly an aesthetic consideration. The only way to avoid this is with a glass jar, but glass is actually less durable and there are no good high-performance blenders that offer it...The Total Blender comes with the “WildSide Jar” which gives it its unique blending vortex. It also includes the Twister jar which allows you to scrape the sides with a twist of the lid while blending – an important feature when making something sticky like homemade peanut butter. It’s also great for individual servings. For sticking in the WildSide Jar, the included Spectacula Spatula is designed especially for the Total Blender...The Fresh Blends Cookbook features over 200 pages of recipes so you’ll never run out of ideas for great, healthy meals and snacks. And of course, the Blendtec comes standard with a manufacturer 8 year limited warranty, a welcome reassurance after making a significant investment in a high-performance blender.",3
3.0,a long awaited disappointment :(,"April 18, 2013",Yes,"I researched between the blendtec and vitamix for 2 years..It's sufficient. But for that price... I wanted BAM!.Pros-.It's better than the crap blenders..The cycle buttons are great..The display is pretty and I like to see how many cycles it has gone through..I like the heavy duty cord..It is a beautiful blender. Looks gorgeous in the kitchen..It costs less than the vitamix. (for good reason, methinks).Cons-.It costs more than it ought to, considering the following:.I loaded the ingredients in the suggested way (liquid first, soft food, hard food/frozen/ice) and I use the appropriate cycle. And.. I still get piece and chunks. I can cope with that, but I was buying this blender so I DID NOT HAVE TO COPE with chunky smoothies. I don't want grape skins in my smoothies that are identifiable. I do not want to see tiny pieces of apple skins. Today my smoothie had full on piece of frozen peach! Small pieces, but... it was not a smooth smoothie after all..It is loud. (I know vitamix is too. It's just a con of all good blenders).It came with a tiny little scratch on the face of the button/display panel. This made me sad, even though it is cosmetic..**I have had this blender &gt;one month, and use it several times a day. Smoothies. Salsa. Soup. Ice cream..The smoothies I always have to run through the smoothie cycle AND then run it a second TIME or push the pulse button until my smoothie is just that, smooth. I had a couple of smoothies come out luke warm because I had to process them too long in the blender!.The soup came out warm and mostly smooth. The salsa worked well..I made icecream worked pretty well..I wish the canister was stainless steel or glass!..If I had it to do over again I would go with the vitamix, because the quality would be worth coughing up 100.00+ more dollars for how much I use my blender, it would pay for itself quickly..All in all I can get by with this one for now, but if you're battling the ""vitamix vs blendtec"" war in your head like I was, let me say I tried to be practical and still get quality. I got a measure of quality to save some money. I would not make that choice again.",31
3.0,package is not original,"July 27, 2017",Yes,"I like the product. But the package box is not original manufacture box, and it's in shipping cardboard box. I bought a new product not refurbished , so I request Amazon to change a new one to me. Amazon customer service was good, but they replaced me exact same one without manufacture box.  Since the blender works well, I don't bother to change. However, the package makes me think the product is refurbished not brand new.",22
3.0,Seemed to work pretty well for the last couple of months,"July 9, 2018",Yes,"Seemed to work pretty well for the last couple of months.  However the small jar would vibrate wildly and would have to hold it down as to it not to topple off the base.  Then it had overflowed for no apparent reason after filling it to the middle with cold ingredients.  Today no power.  Ugh, I really hate that items die in a matter of a couple of months when spending close to $200 for this machine.",4
1.0,VERY bad customer service,"June 24, 2015",Yes,"I would NOT recommend this blender. Not because of the blender itself but because of the customer service. I purchased this Blendtec 2 years ago and it had become increasingly louder and louder, to the point that it was abrasive to the entire family each time it was used. It supposedly has an 8 year warranty and I called 2 weeks ago to request help or replacement for my Blendtec. It was astounding the run around I got. I was told I would get a new replacement and then it took 2 plus weeks to arrive. When it did - it was not new but ""refurbished"" without the jar. I had returned my original/loud Blendtec, with the jar included. I was then told it would take at least another 2 weeks to get the jar. They also told me there was no way my jar, their error, could be expedited. So, all in all, over a month without the blender (which I use 4-5 times a week), lots of phone calls and e-mails and each contact resulted in new and different information. The time and energy spent was over the top. Every time I called or e-mailed the company the information would change. I am in the health care industry and recommended Blendtec to my clients. In addition, I frequently bought Blendtecs as gifts for friends and family. I will no longer promote this company  or purchase any more of their products. They do not honor their loyal customers and either knowingly create layers of aggravation or do not appropriately train their customer service staff. Either way, it is such a disappointment. I will be looking into a Vitamix and other brands. I encourage you to shop around.",35
1.0,My wife and I purchased this price of crap blender on Feb,"March 20, 2018",Yes,"My wife and I purchased this price of crap blender on Feb. 6, 2018 and have already had to contact blend tech to have them send me TWO replacement jars before mid March!... The first jar the blade became loose and would NOT spin to chop vegetables and the second one the company sent had a leak at the bottom of the jar the FIRST time of useage. I am EXTREMLY disappointed because of all the hype behind this crap tech, I mean blend tech. Now I have to spend MORE MONEY because of the return window JUST so happen to close March 8th. I will NEVER purchase ANYTHING from the company Blend tech again. VITAMIX HERE I COME!",20
5.0,I'm very happy with this blender!,"February 17, 2018",Yes,"I'm very happy with this blender.  I've now put it through its paces and it has performed perfectly for my needs.  I've made lots of easy-blending ingredients and dishes:  for example,  chopped nuts and creamy dips, but also smoothies.  I don't use ice cubes in my smoothies, but I do use frozen berries and frozen bananas (buy a bunch, put one into today's smoothie, and immediately freeze the rest in chunks for the rest of the week), and the ""smoothie"" setting figures it all out.  The container is small, so I make 2 days' smoothies at a time: it's important to factor in the size of the container to your cooking needs.  I don't put hot soups in a plastic blender.  I'm ancient and often wish I had my late-60's Waring glass container with 3 simple speed buttons.....however, I'm okay with the Blendtec:  I had to read the manual to figure out the icons, but the settings work and everything I've made has turned out perfectly.  And--I don't care how fancy your blender is, but you've got to keep your hand on the lid when it's blending--and the very best tamper is whatever tool you use when the motor is turned off.  Finally,  I was delighted to buy on a  pre-Christmas deal, because  I paid only $189.99.",8
5.0,Five stars! Just be sure to buy some headphones as this baby is powerful.,"February 19, 2014",Yes,"It's expensive, so I debated buying this for several days. But I was enjoying the health benefits of using a nutriblast for a few months and wanted something more powerful. I'm glad I invested in this. It does everything! It IS loud; it sounds like a motrocycle revving up. That's why I went to a local home supply store and bought the type of headphones people use when riding lawn mowers. I want to preserve my hearing. I paid 19$ for the headphones and they work perfectly for this level of noise..If you are looking for a first class POWERFUL blender, this is it. And it's so easy to clean. Forget the naysayers; this is great and worth every penny..UPDATE:.I've used this 240 times and I am still absolutely delighted with this purchase. I've discovered that I can make FRESH V-8 juice in two minutes (2 salad tomatoes (they're cheaper than the other ones), 1 large carrot - cut in one inch pieces, celery heart or a handful of Kale or spinach, a dash of salt, tabasco, etc. (according to your taste), 3/4 cup cold water, 5 ice cubes,  blend on WHOLE JUICE setting and in 50 seconds, you have the freshest veggie drink you've probably ever had! Always put the liquid in first, then the soft veggies then the hard veggies and ice. remember: liquid first, then soft, then hard ingredients..I've also discovered that you should only use the smoothie setting for soft fruits and leafy greens. If you put hard veggies in (like carrots or frozen broccoli florets) you should use the whole juice setting..I'm eating the healthiest diet I have ever eaten in my life! I used to run from vegetables. Now, I love seeing how many broccoli florets, how much kale and spinach, etc, I can cram into my smoothies..Do I feel better?.Yes. I'm so regular now that I don't need any additional fiber. I feel a definite difference (in vitality and clearheadedness) on the mornings when I have even a small green smoothie..Here's another great light pick-me-up: one nectarine pitted and cut in pieces, two carrots cut in one inch pieces, an apple cored (remove core) and quartered, a tsp of stevia sweetener, a cup of cold water, and a few ice cubes. Blend on WHOLE JUICE and get ready for a delicious drink..How easily does this clean? Simple. Put two cups of warm water in it with a drop of dish detergent. Press pulse for 2-3 seconds. Rinse. That's all there is to it! The only removable part is the lid, not the blades (which are built in)..If you love your Nutriblast, you are going to be ecstatic over this. But DO BUY SOME NOISE REDUCTION EARMUFFS! THIS IS LOUD..UPDATE October 10, 2014. I'm up to 730 uses of this and it is still going as strong as the day that I bought it. I have eaten more vegetables and fruits (via smoothies) in the last few months than I have in the last five years. It has made a significant improvement in my overall health. Recommended.",36
3.0,Good Warranty - Jar died.,"March 21, 2016",Yes,"Seal in jar died a while back.  I thought the build up in the bottom portion of jar that hooks onto motor was from water left over in the bottom of the jar but it was stuff leaking through. It is now bad enough that it is clear that stuff was leaking through.  I didn't realize till I started researching the problem that the jar and blade are factory sealed so you can't just tighten something - that was another thought I had but hadn't followed up on.  They also mention that the jar leaking into the motor area can kill the motor and void the motor warranty.  I've had the blendtec since late 2011 so 4 years of making drinks - we've made somewhere around 205 based on the counter...They are sending me the wildside jar for $20 as an upgrade with the jar being warrantied.  Could have had the 4 sided jar for free.  I am just suppose to throw out the old jar once the new one comes.  I've never put the jar in the dishwasher.  One thing they do mention is to manually spin the blade in the jar before using it.  They also mentioned not holding the lid down.  Two things which I wasn't doing properly before.  I am not sure I was always loading it correctly, liquid first then hard things, either...The 5 sided jar is supposed to be quite a bit better with a larger blade that puts less pressure/wear on the bearings/shaft.  There would have been 1 less star if I had to fork out $150 for a new jar.  There would have been 1 more star if there was no problem to begin with.",11
5.0,Love My Blendtec Total Blender,"June 10, 2013",Yes,"I have been through several traditional blenders using them for basic blending purposes and wanted to step it up to the next level and try juicing which led me to look at the Blendtec. It was highly recommended on many juicing sites I looked at. I thought, ""no, I can't spend that much on a blender"". I tried a couple of others and ended up returning them because my vegetable juices were pulpy and chunky even after pulsing waaay over the normal time suggested. I did some more research and saw so many recommendations for the Blendtec, many saying the same thing I am saying here...it does the job perfectly and more (making sauces, nut butters, soups, mixes dough and even makes ice-cream.) All you have to do is press the button for whatever you are making, and it does the rest within a short time. It is quite loud, but not for long as it starts out slow and works up to a high speed then stops automatically when the job is complete. A 10-year old could do it. (With supervision, of course). Most importantly, it IS worth the money spent. The electronic monitor tells you exactly how many time you have used it...not necessary for my purposes, but I suppose those that use it in smoothie shops may use this. Yes, I understand this is a favorite for commercial use as well, but I'm sure they opt for a higher priced heavy duty model. This one is perfect for my use. The clean-up is easy...rinse, pop out the lid insert and put it all in the dishwasher. After using daily for a month, it looks as new as the day I took it out of the box. Take time to read the description and how each jar is used. This simple cook, found it all fascinating. Blendtec helps you understand how the vortex construction works with different ingredients and while you may get by with just the main set-up, to maximize the success of the different things you can make, such as mixing dough and making ice-cream, you may want to consider the other jars as well.  Overall, I couldn't be happier and wish I had gotten a Blendtec years ago!  My favorite ""perk"" has to be the fact that the bottom is all intact... no need to unscrew and clean caps or rubber seals or risk the leakage that can occur with traditional blenders. If I were young and creating my Bridal Registry, this would be at the top of the list!",7
5.0,Will it blend? Yes,"May 24, 2017",Yes,"Figured I would try this out after watching many of the quirky ""Will it blend?"" youtube videos, though, I don't plan on making anything inedible with this blender...This blender is very powerful! And very loud! Can be an overkill for some basic blending, but the difference is noticeable. So far I have made a bean dip, and smoothies/milkshakes. No more worrying about not being able to blend lots of ice, frozen fruit (and random household items &amp; electronic devices?!? :D )  No complaints with the FourSide jar, easy to handle and clean. Also, 8 year warranty is nice...I bought it on sale for $237. Still a lot more than your typical budget blender, but long term wise, you'll be able to do much more, especially if you plan to utilize this making a variety of meals.",2
5.0,THE. BEST. BLENDER.,"December 15, 2017",Yes,"Seriously, THE. BEST. BLENDER. My wife would tell me about the Blendtec and how supossedly great it was. I was skepitcal. Then, we found it on sale during Cyber Monday and decided to take the plunge. It is well worth the price whether on sale or not. It makes creamy smoothies and blends to a level that I have no experienced with my traditional kitchen blender or my other mini-health smoothie blenders...I would buy again, and will buy a replacement if one is ever needed.",2
5.0,"Three years, going strong","April 14, 2012",Yes,"I've had the unit for several years now, use it several times a day.  So far, 3800 'uses' per the counter built-in, which includes the 'cleaning' cycles, and sometimes rerunning a cycle (for soups, to heat up), or sometimes running it twice for some smoothies with a lot of material...Basically, we love it.  It's probably the best appliance we have.  I have experimented with Vitamix, and other blenders.  This is the best for size, cleaning, and overall use...We use it primarily for smooothies, nut milks, and soups.  We also use other appliances where needed like juicers and food processors since they have their place in a raw food kitchen...We tend to fill the blender pretty high (4-5 cups), so we have to be careful with the lid.  It has been blown off on a few occasions due to the high speed liquids, so holding the lid on during certain specific cycles is advisable.  It does throw the liquid high and far, and will coat walls, ceiling, pets, and people with ease...The blender is loud, and will wake the dead, so the morning smoothie isn't needed to wake you up - the sound alone from this blender will do that.  One could buy the commercial blender with the sound dampening case, but it's pretty pricey (well above that of the pricey blender)...I also recommend getting the larger size pitcher (I think it's called the Wild Side?), especially if you are making smoothies for more than 1-2 people.  Getting 5 cups or so out of the blender is nice.  The standard size one is probably a cup or two less.  You can buy an extra pitcher later on if you want it as an 'upgrade'...When I burn this one out, I'll be buying another, for sure.",9
5.0,BEST kitchen appliance,"January 21, 2014",Yes,"I love my Blendtec.  It is a fantastic appliance, which I use daily.  After researching the differences between the Vita-mix and Blendtec, I chose the Blendtec, mainly b/c of the 4 sided shape, which is suppose to allow the ingredients to rotate through the blender and achieve a more consistent blend without having to use a spoon or plunger to mix things up.  After using it for several months, I love it even more, as my kids are eating more fruits and veggies through smoothies.  Because the powerful motor is able to blend the items more thoroughly than my Cuisinart Blender was able to, even seeds in raspberries and blackberries are indiscernible.  I recently discovered that the Vita-mix does not have the handy, pre-programmed buttons that the Blendtec does, that allow you to choose a setting and even continue working on other things in the kitchen while the Blender does it's job.  For instance, my smoothie button will move through different power settings to properly blend ingredients but without over doing it, and then turns off when the smoothie is done.  It also has preprogrammed settings for soup, ice cream, shakes, etc.  It's expensive, but the cheaper versions, just can't compete!",5
5.0,Awesome blender,"November 19, 2018",Yes,I did not think I would spend 200 on a blender but this is an awesome blender and cheaper than even costco. I bought the wildside jar for 110 on amazon. so got blender and 3 jars for 300 and that is about what it is at costco with one jar and sometimes has the deal with 2 jars..It blends great makes smoothies awesome auto shutoff digital timer and so on. The cheap blenders just cannot compare and with 8 year warranty you will go through 3-4 for 50 dollar blenders before this one goes out.,0
5.0,Your best blender investment.,"January 28, 2016",Yes,"Simply the BEST!!.I did my fare share of different other blenders - from cheap to expensive. USELESS!.I am proud that this blender is made in the U.S., and it's designed with functionality and durability in mind. It's also cute, doesn't take space on the counter and can change your life by providing you with the opportunity to make healthy and delicious shakes, and meals every day. Think of this product as your best investment and reward.",4
4.0,Very good bang for your buck!,"January 28, 2018",Yes,"Pre-set settings that corresponds with what we need to do, super easy to clean, good all around quality in all the components. For the price this has the most poweful motor at 1500+Watts..The only thing that is a little uncertain is the warranty period. The owners manual makes no mention of a time period and the seller mentioned a 7 year warranty. I will look into this with the seller to see if they can send me a confirmation.",3
1.0,Fuming!!! DOA! Dead on Arrival,"September 9, 2018",Yes,"I'm so incredibly PO'd. The wife and I was just talking about how much we liked her cousin's.blendtec and decided to get one so I did some research on Amazon. A few days later and BAM!!! Deal of the Day so I immediately ordered it.  I get it today (Sun Sept 9). I unbox it, read he instructions, unpack it, plug it it and NOTHING. The display turns on but the motor doesn't move period! Trying each button out and all the display says is ""overload"". I look in troubleshooting and it doesn't say much on how to clear the code. I unplug, wait for a few min, turn it back on, still no motor movement..this sucksasssssssss! Is it a refurb or what?",3
