Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,,"December 6, 2018",Yes,"I ordered two of these, one for my wife and one for me, after about a week of reading reviews on Amazon for lots of different makers and sizes..My wife has an iPhone 6S and I have the 6S+. We fully charged our Powercores overnight after they arrivied Monday evening. Tuesday, Wednesday and Thursday evenings, we both used them to recharge our phones from about 15% to fully charged. My Powercore has just started flashing on one light left at 90% on the phone. That's almost three full charges on a 6S+. I use my phone for reading, FB and games in the evening, my wife tends to text and play solitaire. Her Powercore is still showing 3/4 full. We both have our Powercores charging the phone while using. Pretty impressive...To the people who gave 1or 2 stars because the Powercore comes with a charging cable that doesn't fit your phone --- use the one which came with your phone, you know, the one with a USB at one end and the other end goes in your phone? You should find the USB end fits the Powercore. We just bought two 3 foot lighting cables to keep in the bag that stores the Powercore and it's charging cable. No problem.",8
4.0,,"January 27, 2018",Yes,After a few charges it no longer holds charge..Update: after posting this review I was contacted by the company and was shipped a new one. The new one seems to be holding well. I will change by rating to a 4 star as they stand behind their product and will replace if necessary without a hassle. (And the new one works as advertised),11
1.0,,"January 29, 2018",Yes,Not good. Did not hold charge.,13
5.0,,"March 6, 2017",Yes,"I don't have any other portable charger to compare to but love the size of it - a tad smaller than a deck of cards.  It charges fast.  Faster than any of my wall chargers except my samsung special charger.  Maybe its not possible but you cant charge and be charged at the same time.  It should just pass thru to the target if trying to do both.  Great for long hikes or long flights.  Update 8/2018  Still going strong.  Holds a charge well.  The mini-usb port has never ""felt"" beefy or stong.  It still doesn't but everything still works fine.  I only use it about once a week.  There is a new version available now.",38
5.0,,"May 6, 2018",Yes,"Update 5/11/18:..Anker representative Sharon reached out right after I posted my original review. I was not aware Anker had an 18 month warranty and had already put my old powerbank in the garbage where it belonged because I was so angry (especially since every time i borrowed a friend's powerbank before i finally chucked mine, it was always an Anker brand), but Sharon sent out a brand new one for me and I received it a few days later. I have it now and it is charging, hopefully for a good long life of using when I am low on power. Anker's customer service was wonderful, Sharon was incredibly kind and I am very thankful that I had a bad experience turn into a great one. Thank you!!!!..Original Review:.I have had this product for 6 months and dont even use it regularly. I charge it when I notice the battery has drained over time but havent plugged my phone into it more than a handful of times (less than 10x) as i am pretty diligent about leaving my house fully charged/ saving battery through the day. I noticed the last 2 times I tried using it that the powerbank was dead and doesnt charge back up. When it does, it stays at the last light no matter how long i have it plugged into the wall. What a waste of money and having to carry it around in my purse every day ""in case of emergency"" and in the case of emergency, it doesnt even help. What is the point of this brick.",6
5.0,,"July 22, 2018",Yes,"Once fully charged up this charger holds its charge for a long time in storage.  I've put it away in storage for several weeks up to a couple months and still had a full charge (according to its charge level indicator).  I usually run my phone battery down to about 30%-40% before charging it.  With the charger fully charged, I've fully recharge my phone up to 5 times and still had charge remaining on the charger.  It also charges up my phone very fast!..It came with a mesh pouch and is small, compact enough to carry in my pocket.  It is a little bit heavier than some of the other compact chargers.  But it is to be expected as this charger's capacity and capability are one of the best I've come across...The charger excludes the cord to charge your phone.  So you'll need to have or provide the cord to charge your particular phone.",6
5.0,,"August 16, 2018",Yes,"This thing is heavy compared to your usual lipstick-sized external charger. That’s probably my biggest complaint, but I can get two full charges on my iPhone 6S Plus, so I can't really complain too much. The other thing to note is that it takes more than overnight to fully charge when completely dead. When I was traveling (with heavy phone use), instead of waiting for the battery to fully deplete, I would charge it every night just to ensure that I would have a full battery the next day. On a last note, I was not disappointed with the fact that you have to press the side button to start charging your phone, because I read a review that instructed me to do so prior to purchasing the battery. If I had not known that and simply plugged in my phone without pressing the button, I would have been really upset when I realized my phone hadn’t been charging...Overall, would I recommend this product? Yes.",6
5.0,,"October 16, 2018",Yes,"I bought the PowerCore initially for an international trip and used it multiple times a day for 7 days in a row. What set them apart from the rest was not only the price but the excellent customer service I've experienced previously with Anker...First off, the form factor is much smaller than I originally imagined. This can fit into your pocket! I suggest buying a travel backpack with a USB OUT external adapter. I was able to put my PowerCore into a small pouch on the inside of my backpack and still charge my phone from the outside. A few backpacks have this functionality and it's completely worth it...Whenever my phone got to 50% or so (Samsung Galaxy S8), I would top it off. I was able to do this at least twice a day without even getting the PowerCore to 50% itself. I would just recharge the PowerCore at the hotel or at the airport before I boarded my flights. I used Google Maps almost constantly while walking around the city for directions, so if I didn't have the PowerCore, my phone would be dead halfway through the day...Other uses: On flights while watching videos on my phone so my phone would be at 100% by the time I got off the plane; At night when there weren't close enough power outlets to my bed in my hotels...It really made my travelling much easier. I was able to explore the country and not worry about finding a place to charge, so walking 7.5 miles in a single day did not involve a single stop into a Starbucks to charge my phone...I won't be using it for a while but I look forward to using it on my next trip.",4
1.0,,"June 11, 2018",Yes,My experience with this product is staring at it off and on for over 6 hours now watching to see if it will actually take a charge. I am honestly not sure if I am just really unlucky or what. I can say that the power bank I received did not hold a candle to previous power banks that I owned ((simply because they could manage to hold a charge unlike this one.)) I have contacted customer services to see if they will exchange this power bank for another. If that is successful then I will update this review as to weather the replacement is any better or not.,8
1.0,,"March 3, 2018",Yes,Somehow this unit doesn’t last long in terms.Of charging capacity. Our first unit like this performed well and my kids and I will use it multiple times for 2-3 days without charging it back again. Somehow this red unit doesn’t last a day with 1-2 full charges of a phone?!,8
5.0,,"August 5, 2017",Yes,"Pretty good. Haven't put it too heavily through its paces yet, but it holds a long charge. It's been particularly useful when using extremely battery-heavy apps on my phone..The initial charge took a ton of time, to the point where I suspected that it wasn't charging, but I haven't seen anything like that since..It's fairly compact, but heavier than expected. Works like a charm with my Galaxy S7, was able to charge it from dead to full and still had a ton of juice in the battery left over...I also hooked a Raspberry Pi Zero up to it for a few minutes and didn't have any issue with undervoltage or anything, but I haven't tested that too much. Dunno how well it'd fare with the more powerful Pi models for anyone looking to use it for that, and I didn't test how well it fares with the Pi when running at low battery level.",5
1.0,,"June 5, 2018",Yes,"I've had an anker power bank before and I liked it but it was smaller capacity. Ever since i got this one it takes forever to charge it up like over a day. Charged my phone like any regular charger but it never once ""high speed charged"" my phone. It has 4 little blink lights that let you know when it's fully charged. Once it gets down to 2 forget it, it charges turtle slow. I've been pretty unhappy with it. The other day it took 2 whole days to recharge it, just so it would only work for 1 charge. Looking to get a new one but now seriously thinking the Anker brand.",6
5.0,,"June 28, 2018",Yes,"Update: Anker reached out to me and provided amazing and excellent customer service. We trouble shooted my problem and when the battery couldn’t be fixed, they shipped me a brand new battery at no cost. The new battery works perfectly and I appreciated their immediate call to action!..Prior post: I lived for this charger when I first got it. I definitely couldn’t have made it through my two week trip in Japan without it. It charged very quickly, which was essential, and would fully charge my device at least twice in a day. But now it’s at the point where it takes two or more days to fully charge and won’t even hold a charge for my phone. I would make sure the battery pack was completely drained before recharging so maybe it’s just age (a little over a year) and typically ware that has ruined it.",5
5.0,,"February 12, 2019",Yes,"During my last vacation, I knew I'd be playing tour guide in a city I've never been to and didn't want my phone battery to die before seeing the city sights. The PowerCore was a lifesaver, using it almost daily!..Whenever my phone would hit 20-30%, I would connect it to the PowerCore. The PowerCore is compact enough that it and my phone could be left in my jacket pocket; so, I could still use my phone while it charges..As for how many charges the PowerCore can charge a phone , I would estimate that a light (the ones indicating how charged it is) is equal to 1 charge (2800 mAh), as I was able to go about 5 days without charging...Charging the PowerCore 10000 does take awhile. I experimented a little with different chargers and cables, but it took forever with my phone charger; be sure to use the included cable and have a powerful-ish adapter (I used one with these specs: input: 100-240V-50/60Hz 0.3A, output: 5V --- 2A)...Anker had great customer service (had issues, which were quickly resolved). Please contact them if you have any issues with your product.",2
1.0,,"January 27, 2019",Yes,"Bought this in June. It stopped working in a January. It was adequte while it worked but suddenly it just stopped working! It has a full charge, three solid blue lights and a fourth blue blinking light when it’s plugged in and charging through a receptical. However when I disconnect it and plug a working USB to lightning cable in it, the battery doesn’t want to turn on! So... as expensive as this is, it stopped working after 6 months beyond the amazon return window. I’d say pass on this item!",3
1.0,,"November 30, 2017",Yes,Ordered this product on Aug. 2 received it and it worked great up until yesterday.  Before yesterday noticed the 4 blue dots that lite up weren’t lighting up evenly but didn’t think much of it.  Went to charge it last nite woke up today morning and it won’t even turn on.  Pressed the power button on the side...nothing?  Tried to charge my phone...nothing?  Even tried charging it again but nothing?  It’s just dead.  Not sure if I’m the only one experiencing this problem but just wanted to let you know what issues I’ve ran into with this product.  1 star for working while it lasted.,14
5.0,,"November 17, 2018",Yes,"It is small and can charge my phone a few times. I’ve purchased over 25 batteries in the last year or so for myself and family members and this is the best dollar to overall power and longevity out there. I’ve had quite a few other brands die after a month and this little guy gives me power whether I’m at camp, construction site or road trips. I’m buying more right now as stocking stuffers because they are a great piece of mind item. This product alone has made me try out other Anker products",3
1.0,,"June 18, 2018",Yes,"This worked the way it was supposed to for a week. When it didn’t charge next time I assumed it was because I needed to charge the unit, so I did. It started charging my phone but stopped at 80%. I recharged the whole unit again but it only charged my phone to 40% next time I tried using it (both times when my phone was at 20%) before it stopped charging. Really disappointed because it was so great for my 3 year old iPhone 6 that needs to be charged multiple times a day. Returning this item. Hopefully it was just a faulty unit because there are so many great reviews.",5
3.0,,"March 2, 2019",Yes,"Don't charge your phone with the black cable that comes with this unit, it might break the phone. I used the black cable to charge my Samsung S4, it charged it super fast and my phone got really hot during the charging. I did this few months with no issues what so ever. But one time I was on flight that took 8 hours and I forgot my phone on this portable charger (with the black cable) and it got ""overcharged"". It was fine at first but later it didn't charge at all, the charging port got fried, it cost me only $20 to fix that though...Now my phone works but it's not the same anymore. That overcharging also did some damage to the motherboard which is why my phone is slower and it acts ""weird"". With a Samsung charging cable it's charging normally but I still take it out immediately after it's charged, just in case. I think the black charging cable is only for charging this portable battery, nothing else.",2
1.0,,"February 11, 2019",Yes,"Not impressed. I bought this charger to bring with me on vacation. It appeared to be fully charged as all blue lights were lit up. I got almost one full charge out of it and all blue lights were off, I charged device when we arrived to the resort. This device takes FOREVER to charge, after being on the charger for over night there were only 2 blue lights lit, i took the charger to the beach with us, plugged a speaker into it and it only lasted about 20 minutes before it turned right off. After coming home from our vacation I plugged it into an outlet at home questioning if it could just be the outlets at resort. After 2 full days of having it plugged in, it finally said it was fully charged( all blue lights lit up) and once again used it for my phone while at a wrestling match, charger died with in 3 hours and phone was only charged to 67%. I read lots of review before purchasing I went with this one because it was supposed have a quick charge and it didn’t even seem to have a full charge and was far from quick to fully recharge itself.",3
5.0,,"September 5, 2017",Yes,"Update.... tried another cord and it now works to charge my phone so changed my rating to 5*. Honestly it would have been 4* since the cord failed, but their customer service contacted me immediately and they were going to replace the unit (now they're going to replace the cord). Any company that on top of things gets an extra star from me! Working version back!!!  😀  Initial 2* Review.... At first I loved it. Power for my phone whenever,  wherever I needed it, but.... it stopped working about a month in. Honestly I haven't had the time to figure out if the cord is the problem or if it's the pack itself.",4
5.0,,"July 1, 2017",Yes,"LOVE this portable charger. It comes with a cable that you plug into USB for charging it up, has clear indicator lights telling you how much the battery is charged, and you use your own phone cord for charging your phone via the charger. It also comes with a carrying bag, which is a very nice thing for me. I keep the cords in there so I don't lose them, along with a pair of headphones. :)..It's small enough to fit in my purse easily, but not to small that you'll lose it. I recently brought it to an event because my phone battery was low (whoops) and let it charge in my purse. So much more convenient than trying to find an outlet! I'd absolutely recommend this product to others.",4
1.0,,"March 16, 2018",Yes,"After 3 months of having purchased this it no longer charges!! I press the button to see the battery status shows fully charged however it blinks really quickly as if showing an error. Very dissappointed by this item specially because they are not on the inexpensive side. No droppong, banging, or anything else that could have damaged this item occurred, which is the even more dissappointing part.",6
3.0,,"January 25, 2019",Yes,"I probably uses a total of 12 to 20 times for charging my cell phone in my pocket while at work, at the same time listening to my Bluetooth podcast. I never dropped it, or banged it once, but then I just stopped receiving a charge from it no matter what type of item, or type of cord i plugged into it. I used to be a fan of Anker products, but after receiving two duds of battery chargers, I will be looking at other brands for my next purchase...Update: After calling Anker and spending half an hr on the phone with customer service explaining and running tests, they finally sent me a replacement free. The caveat is that it has to be within the six months of date of purchase, and they will only send you one free one, so if the second one craps out on you, you're out of luck. I updated from one star to three stars because they did send me a new product as a replacement, but 2 piece of crap equal just one large piece of crap....",1
5.0,,"April 4, 2019",Yes,"I received small, marketing-ish power banks previously, and while I found them helpful, I was always disappointed by how much battery life they actually had. When our power went out several times in one week last year, I decided I needed to have a more reliable way to charge electronics (my husband is a type 1 diabetic, so we need to make sure at least one device is working so his continuous glucose monitor can notify him as needed). I was delighted at the compact size of this device, as well as the bag it came in. I keep the bank, along with an iPhone cord, in a sandwich baggy in my purse, and I have used it many, many times. It holds an amazing amount of power; there are 4 lights to inform you of charge, and I swear, I can charge my phone 3 times and it maaaaybe ends up going down to 3 stars! I was actually inspired to give a review tonight because it's charging my iPad while I watch a show. I had the iPad plugged into the wall, and it's charging faster from this little power bank than before! You can't beat the reliability and peace of mind you can get from this portable little device. I'm actually considering buying one for a few friends!",1
1.0,,"July 4, 2018",Yes,"The charger worked for a few weeks and charged my phone just fine. The charger would accept a charge, too. But now the charger will not recharge even after I leave it plugged in overnight. I use the recommended 5v/2a charger that is recommended and still it won’t charge over 25% - only the first light will illuminate after hours and hours of charging. Now I’m outside of the return window with no recourse. Such a piece of junk and I warn any buyers to stay away and find a more reliable brand.",5
5.0,,"October 5, 2018",Yes,"I have had three of these powercore 1000, they are awesome to have laying around the house in case someone exclaims their phone is dead as they head out the door. We bought an Anker Powerline 1ft Lightning Cable to take with it so it's very compact and fits in your coat pocket or backpack to charge as you go...We did run into one of our powercore batteries not being able to charge items.  It appears that it was getting charged but when we pressed the button and connected it to devices that needed charging it would not turn on or charge. It had only been two months since I had purchased it and Amazon's return window had closed. So I contacted Anker. These powercore batteries have an 18 month warranty and they stand behind it. After a couple of quick emails back and forth, I tried a few things to fix it, they asked for a serial number and a replacement charger was in my hands a week after I contacted them. Excellent customer service. They were prompt and even asked if I wanted to wait to receive the same color I had before (red) or if I'd like to substitute another color...So buy these handy battery chargers. They work and they are covered by Anker's awesome service. I'm now buying all Anker products from now on.",1
5.0,,"December 25, 2017",Yes,"Follow up to review below.  After it was posted i was contacted by seller. Turns out the cord was bad. Changed cords and now this battery works perfect again.  I love it. Charges fast and very light weight and small for capacity...I've had this for about a month.it worked great at first - fast charge,high capacity.i used it at work when my phone would die halfway thru the day because I'm always on it.but then about a week ago it quit even being able to keep up with the phone usage,so i get zero charging unless the phone is off. I don't know what changed.and it's not my phone because other battery chargers i have still work.",3
5.0,,"December 31, 2018",Yes,"I’ve had, and still have, multiple Anker chargers, as well as cables and wall plugs that I have had a great experience with which is why I was so disappointed with this product when I purchased it for my daughter for Christmas.  No matter what I tried, I could not get this pack to take a charge at all.  I let it charge overnight and the indicator lights never moved.....one solid light and the second light blinking.  I’m returning it for a refund and am going to order the 13000 mAH version....hopefully with a better outcome...Update:1/7/19.....Anker customer service reached out to me after seeing that I had a problem with the portable charger.  Even though I had returned the defective one and ordered another, larger capacity charger, they wanted to do right by me and send me another 10,000 maH charger.  I have been using Anker products for several years and I swear by them.  Their commitment to customer service is excellent as well!",1
5.0,,"October 18, 2017",Yes,"I got this to charge my iPhone/Camera in the backcountry of the Sierras.  It worked perfectly for a week of backpacking and is a better weight/volume choice than a solar cell set that only works in the daytime...PROS:.Light weight (7 ounces or less than a decent solar charger for backpacking).Small Volume.10 Ah (amp hours).Got at least 5+ full phone charges.Works on my laptop, headphones and any USB device that runs out of batteries.  Keeps you mobile after your primary battery dies...CONS:.None that I can see...BOTTOMLINE:.What I love about this battery is that I can fit in my pocket and I still can have my headphones on or my laptop on the table.  Just a good USB cord, and you have basically enlarged your phone, laptop or headphone batteries.  I got a 7 ounce 10,000 mAh for backpacking.  I'd get the 20,000 mAh for urban use.",2
2.0,,"December 29, 2016",Yes,The product was shipped and arrived according to the timeframe when it was ordered. No problems there. It came with a half charge and I used it to boost the viewing of a movie. The problem is the charging. I've had it plugged in  for 16 hours already and it's only showing half charged. Not sure what to make of that. I've charged other units on the same port that I'm using now with no issues. The product  looks nice it is a great compact design. But so far the charging portion of this product is not working very well.,7
3.0,,"May 23, 2018",Yes,I did a lot of research on portable chargers which lead me to believe that this one was going to be the best.  It was working great the first month and a half then after that it was charging my phone really really slow.  Even if there's no apps/programs running and/or when I shut off my phone it was still charging really slow.  I'm not sure why bc I use its original cord when charging too.  I had higher expectations for this product bc of its Anker brand and now I'm very disappointed in its speed and performance.  I really thought I had the best portable charger when I purchased it.  :(. May 30th update :  however after writing the review above ^^^ Anker customer support contacted me via email and asked me a few questions then replaced it for me.  I just received the replacement one today and have not used it yet.  Hopefully this one will work better than the first.  I appreciate their customer support services very much.,3
4.0,,"September 13, 2016",Yes,"I had heard about the Anker battery packs for quite some time, and seen several positive reviews for them, so when I booked a vacation this summer I made sure to order this battery pack. I definitely was not disappointed...The battery pack itself comes with the battery pack, micro USB cable, and a mesh drawstring pouch. The pouch is large enough hold the battery pack with a lightning and micro USB cable, but small enough that it fits into a pocket and can be easily forgotten about...The charge time for this battery pack is not bad at all, a few hours from being completely dead and it's fully charged and ready to go. I can charge my iPhone while using it about two and a half times with the battery pack, girlfriend can charge and use her Note 6 twice...The only thing that I can fault the battery pack for is its thickness. While the profile of the battery pack is roughly the size of a credit card, the pack itself is as thick as two iPhones. It has been brought to my attention that Anker now makes a slim battery pack that appears to solve this problem, although I have yet to try that one to compare...Overall, this is a great travel charger; small enough to bring out with you on an overnight trip or out with you, but good enough to give you a couple charges and keep you going. Definitely would recommend.",5
1.0,,"October 24, 2017",Yes,2 of the 3 I purchased no longer hold a charge!!! Put them in the trash were they belong ... the one left is still hold its charge we will see for how long,9
5.0,,"October 23, 2018",Yes,"We bought the Anker Charger for a three-week trip where we would experience long periods of mobile phone usage without access to proper charging connections. We were delighted!..We received the Charger and charged it over night - it displays four blue lights indicating fully charged. During the trip, we used mobile phones as GPS devices for both driving and walking and as an encyclopedia for facts about locations we were visiting. Plugging our phones into the vehicle's USB connection was slow and often not dependable when using our phones as maps, navigation systems and the like...The Anker battery is solid with a substantial feel, a simple neat design and small 'footprint.' It never felt hot while using it and fit nicely into our day packs. It comes with a cord to plug it into a wall charger...Note: Going through [six] baggage screenings, I would put all three of my camera and the Anker batteries in a clear plastic bag so that they could be easily seen and quickly identified as electronics equipment...The Anker charged our phones from 49% to 100% in under an hour while using the phone. We would charge one phone while using the other, then switch and soon we would have two charged phones. I also used it to charge my camera battery...We would get three full mobile phone charges on a single Anker charged battery and still, the Anker battery had one light fully illuminated light. We carried the Anker charger everywhere with us and were not disappointed...This was a great purchase for our trip.",0
3.0,,"April 6, 2018",Yes,I bought the charger based on the reviews along with Amazons choice. Worked for just under 1 year and just stopped working on my recent trip to Spain. I have a no name brand charger with a lower mah and that chargers faster and is just about 4 years old. Will be hesitant to purchase another Anker product. Right in the trash....Update. Immediately after posting my review I was contacted by Anker and was sent a replacement charger. The customer service is perfect and with the content of the emails and messages Anker stands behind their products. Thanks Anker!!,3
